	tweet	abuse
2096	@USER He is now full Oompa Loompa	non-toxic
2097	@USER @USER @USER That is actually a compliment since she is one of the biggest artists out today. Thanks 😃	non-toxic
2098	@USER @USER your ‘political analysis’ have been blinded by your obvious bias. Otherwise you couldn’t have come up with such wrong conclusions. Turnbull was the biggest threat to the Liberals existence. Removal also proved that there never was such thing as ‘Turnbull’s popularity’.	non-toxic
2099	@USER I thought so... I'm mingling... ever since you decided to attack my opinion on gun control and Brett Kavanaugh. I just asked you if having a conversation with you would be worth my time and effort. So far all you've done is prove that it is not worth the effort. 😉have a nice day	non-toxic
2100	@USER @USER @USER Oh-no benefits and employment goes up! See how it works yet?	non-toxic
2101	@USER If liberals can’t win they will do whatever it takes to obstruct the process.	non-toxic
2102	ANTIFA Professor speaking:  URL	non-toxic
2103	@USER I hate Steffy.......why because she always gets what she wants and doesn’t care how she does it or who she hurts!!! I knew her giving Hope to Liam was to good to be true.  She is such a B$);H.	non-toxic
2104	@USER Now that’s what I call “Gun Control”	non-toxic
2105	@USER just what would she lose/ She is a hero with the Cuckoo class	non-toxic
2106	@USER He obviously isn’t boycotting @USER	non-toxic
2107	@USER This is another attempt from the Democratic liberals to bash a judge this didn't come out any other time and since it's many years ago she should have to prove it and I still think they should have that vote also there a Democrat running for mayor and he paid his girlfriend	non-toxic
2108	@USER @USER Antifa is a high emotion low IQ FASCIST organization. Some of its members are f()oled by its name into not reflecting on their own groups obvious fascist ideals and others are just there to take advan+age of the rest of the f()ols.	toxic
2109	@USER @USER Haha true.  Back to your original point... if we all just fucking drive everything would be fine!	toxic
2110	@USER Fun fact: I nutted to this URL	non-toxic
2111	@USER @USER Exactly my thoughts. She is always a sweetie when she’s coddled. Her true character exposed as an athlete is revealed in times as this. She’s not a role model or a legend.	non-toxic
2112	@USER Liberals will drive Republicans to the polls.  No worries!	non-toxic
2113	@USER A short course.	non-toxic
2114	@USER @USER @USER He is the un-indicted co-conspirator AKA Individual 1 .	non-toxic
2115	@USER Booker is toast!	non-toxic
2116	@USER Another #dem lie	non-toxic
2117	@USER @USER Holy shit pt 2	non-toxic
2118	@USER It means HE is still Superman.	non-toxic
2119	1. Trump and the Mueller Investigation 2. Climate Change 3. Guns and Gun Control  4. Unions and Workers  #SaveSCOTUS #WhatsAtStake  URL	non-toxic
2120	"@USER Trump didn't want to be president"", therefore colluding with Russia for presidency is a made up attempt by liberals just like SCJOUS."""	non-toxic
2121	@USER Her eyes look “cockeyed” to me.	non-toxic
2122	@USER We need to name and shame these people. Ive a fb group which i expose antifa. Hnh etc.   URL	non-toxic
2123	@USER @USER Hysterical l1berals following D()n Jr. No facts just liber@l mou+hpieces.	toxic
2124	@USER @USER @USER // it is wrong to let #MeToo hysteria override ‘innocent until proven guilty’ - but Liberals are trying.	non-toxic
2125	#HumanRights   These nuns buy stock in gun companies to fight for gun safety URL via @USER	non-toxic
2126	@USER @USER If we don’t “get rid” of moonbeam he will sink our state into the pacific!! #2020MAGA	non-toxic
2127	More bad news for Democrats 👇 #MAGA 🇺🇸 URL	non-toxic
2128	@USER @USER @USER Because some p3ople 4re ba5tards. You're hopelessly n4ïve if you think plenty of fr4uds won't take advantage of this law change for malign purposes.	toxic
2129	@USER @USER Even the most die hard liberals in the media are stepping back from this one.	non-toxic
2130	@USER @USER @USER @USER She is not in this photo. It has not been verified that they knew each other. This story is about the weirdest I’ve ever heard and The Texas Rangers better do right by Bo.	non-toxic
2131	@USER Bs. He is looking for retirement money and a new job.	non-toxic
2132	@USER That she is. 😊 URL	non-toxic
2133	"NOW I KNOW WE HAVE A LOT OF PEOPLE TO FEED, BUT THESE TWO? THESE ARE MINE! NOW GO BACK TO FEEDING PEOPLE, I'M STARVING! I HAVEN'T EATEN IN AT LEAST 40 MINUTES! YOU NEED A MAGA HAT!"" URL"	non-toxic
2134	.Sh3 1s d1rty lik3 Trump...Sh3 s7ole Ted Cruz campaign voters list and gave it to Trump URL	toxic
2135	@USER @USER @USER Of Course they are attacking your book. I am shocked this tweet has not been censored. Keep fighting to #MAGA!	non-toxic
2136	@USER Ah... but aren't the railways so much better now they've been privatised by the @USER  URL	non-toxic
2137	@USER Our great sta7e has been flooded with illegal imm!grants and libera!s  from blue states looking for work. Then these dum6a$$es vote Democrat!?!!! Go figure. All in$ane.	toxic
2138	@USER She ls unhin6ed 4nd not to be taken serious1y by anibody.	non-toxic
2139	@USER N0t 7o mention they’re the on3s who allegedly defend freedom and liberty but use the NSL/McCarthyism 7o silence dissent and almost sent paratr0opers 7o quash the candlelight revolution. Conservatives = h@te democracy.	non-toxic
2140	@USER If Gov't remains status quo we can Kiss our new found wealth goodbye! OPEN AND TRANSPARENT! NOTHING LESS! Thanks to @USER for having a spine! #MAGA #PURGE #Buildthewall #SundayFunday #NEWS #FAKENEWS #MEDIA #business @USER @USER #FOXNEWS @USER	non-toxic
2141	@USER she’s just jealous of how cute you are with your scrunchie &amp; crocs!!! wear them proudly sweet pea!! 💓💕	non-toxic
2142	@USER I thought they turned into Antifa?	non-toxic
2143	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Following all #Maga patriots please follow back 👍  #LionsDen 🦁  #MAGA2KAG 🇺🇸	non-toxic
2144	@USER If it doesn’t have m&amp;m’s it’s not trail mix. You are kicking ass and doing awesome. Keep it up!!!	non-toxic
2145	@USER Crazy liberals	toxic
2146	@USER *fingers crossed* she is enjoying school but going...konjam sad and little tears.  no tanrums though...	non-toxic
2147	@USER WiFi- Free	non-toxic
2148	@USER @USER @USER @USER @USER @USER I think you are confused about who was locking people up	non-toxic
2149	@USER You’re right. But if our terrorize someone for having a different belief.. you are not any better	non-toxic
2150	@USER @USER I hope you are right!	non-toxic
2151	@USER I don't know who she is.	non-toxic
2152	@USER she is really putting one the act she has been in a Hotel and have money to eat and also go to museum  and her home is ok	non-toxic
2153	@USER @USER That’s awesome! I bet Liberals are screaming right now. Trump’s face when he heard it was great!  Go Trump!	non-toxic
2154	@USER Cockroach	toxic
2155	@USER @USER @USER @USER Lisa Page confirmed the Russia story was passed to the MSM as a distraction for gullible liberals to push as a narrative to hinder our duly elected president’s success in office.	non-toxic
2156	@USER Despicable is a world that only goes half way of describing maxine	non-toxic
2157	@USER Soros' people are r3ally uicious and out {}f con+rol.  He or one {}f his allies probably plans and funds Antifa.  They are actually trying to take over the governm3nt.	non-toxic
2158	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER pretty much spot on there	non-toxic
2159	@USER @USER @USER Everyone muted you ...  Thanks for working for free 😂😂😂  #MAGA	non-toxic
2160	@USER whats wrong with dead #antifa?  I don't understand I thought the only good antifa was....	toxic
2161	@USER Becoming what?  Besides a multi-millionaire?	non-toxic
2162	&amp; this is why she is the GOAT URL	non-toxic
2163	@USER I just want to impress only one person in particular. I don't care about the rest of the world becoz he is the world to me.	non-toxic
2164	@USER Trump will never be a free r@nge chicken a9ain  He is a dan6er to th3 world while under constant surveillance and scrutiny   Imagine him gallivanting around th3 world with th3 little scraps of actual intel he does know completely unfettered  Just don't see it happening	toxic
2165	@USER Sh3 !s so 9ross. An {}bvious h@ck	toxic
2166	@USER @USER Unfortunately that it the liberals agenda	non-toxic
2167	@USER @USER Where does Mrs May get her 'cunning plans' from? URL	non-toxic
2168	@USER You must have an entire closet dedicated to college teams.	non-toxic
2169	@USER Good bye Flakey Fake and good riddance!	non-toxic
2170	@USER If you are not sure th3n l will block all th3se vseless 7weets. OK ?	toxic
2171	@USER The reason pe{}ple are tired of this ls because you only focus on the conservatives. Ford has treated pe{}ple poor1y and the constitutional crisis ls a8ominable. His treatment of the women in the legislature ls despica6le.	non-toxic
2172	#WalkAway from #Liberals and #JustinTrudeau URL	non-toxic
2173	@USER This woman is going to be so rich .. she is already a hero to half the country and 90% of the media and acedemia because she might stop Trump from giving the court a conservative majority .	non-toxic
2174	@USER @USER Good Arr3st them all!  Arr3st the cra2y NDP leader @USER as well.  She is Having h3r lil minions take a fall for h3r! She planned this! Will she be paying their Legal fees? I think not! The imma+urity level of this goverment party is dis6usting!!!	toxic
2175	@USER @USER @USER @USER @USER @USER @USER @USER @USER YES!!! Among my favorite stories! #Darkseid comes back and shows how a perennial evil he is in the universe! The Daxamite menace might be among the most terrible menaces ever read by me!	non-toxic
2176	@USER @USER @USER Y()u don’t know squat about Ob@ma. Second you say we are not safe because of Ob@ma? Wrong! Y()u th!nk were safe to an individual who fights gun control? How many shootin6s have there 8een since Trump got into office? Explain that!	non-toxic
2177	. @USER @USER @USER @USER Fak3 (onservatives 4nd +heir f@ke outrage over the budget betrayal URL URL	toxic
2178	@USER @USER Conservatives historically go by the constitution . Part of the reason for the name . The libs like to make to make it up as we progess(ive)	non-toxic
2179	@USER I knew he will b dead 🤣🤣 He is brave 🤣🤣🤣	non-toxic
2180	@USER @USER @USER @USER @USER Nah she is pti an emotional one more than rational.. but got caught at the wrong end of the bargain. Big house too many members but single gas connection. She doesn't understand it's target is the elite and the people who run gas generators.	non-toxic
